tekst,dimensioon,vastaja 1,vastaja 2,vastaja 3,vastaja 4,vastaja 5,vastaja 6,vastaja 7,vastaja 8,vastaja 9,vastaja 10,võrdlused
,argumentatiivsus,2,2,,,,,,,,,www_pealinn_ee.ela_132426.txt no_spam_ee.ela_2227.txt
et_wikipedia_org.ela_624820.txt,abstraktsus,1,2,1,2,,,,,,,www_europarl_ee.ela_36110.txt et_wikipedia_org.ela_519819.txt
,infotihedus,2,1,3,2,2,2,2,1,3,,www_europarl_ee.ela_36110.txt et_wikipedia_org.ela_519819.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,,,,,,,,,,,
,formaalsus,1,2,2,3,1,,,,,,www_europarl_ee.ela_36110.txt stiimul_ee.ela_330566.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,3,3,,,,,,,,,www_horsemarket_ee.ela_436247.txt
,keerukus,1,1,2,1,2,1,1,2,,,www_horsemarket_ee.ela_436247.txt et_wikipedia_org.ela_519819.txt
,subjektiivsus,1,,,,,,,,,,et_wikipedia_org.ela_519819.txt
,spontaansus,3,,,,,,,,,,www_horsemarket_ee.ela_436247.txt
,impersonaalsus,3,3,3,3,3,2,3,2,,,www_horsemarket_ee.ela_436247.txt stiimul_ee.ela_330566.txt
,argumentatiivsus,2,3,1,1,2,,,,,,www_horsemarket_ee.ela_436247.txt stiimul_ee.ela_330566.txt
arvamus_postimees_ee.ela_5946.txt,abstraktsus,2,2,1,,,,,,,,www_le_ee.ela_240831.txt
,infotihedus,2,2,1,3,,,,,,,www_dragon_ee.ela_303548.txt
,aja olulisus,1,,,,,,,,,,www_dragon_ee.ela_303548.txt
,afektiivsus,2,1,1,1,2,1,1,2,,,www_le_ee.ela_240831.txt forte_delfi_ee.ela_222312.txt
,formaalsus,2,,,,,,,,,,forte_delfi_ee.ela_222312.txt
,interaktiivsus,1,3,2,1,,,,,,,www_le_ee.ela_240831.txt forte_delfi_ee.ela_222312.txt
,instrueerivus,1,1,2,3,,,,,,,reisiajakiri_gomaailm_ee.ela_530539.txt www_dragon_ee.ela_303548.txt
,keerukus,1,1,2,,,,,,,,reisiajakiri_gomaailm_ee.ela_530539.txt www_dragon_ee.ela_303548.txt
,subjektiivsus,1,2,3,,,,,,,,reisiajakiri_gomaailm_ee.ela_530539.txt
,spontaansus,1,,,,,,,,,,forte_delfi_ee.ela_222312.txt
,impersonaalsus,2,2,,,,,,,,,reisiajakiri_gomaailm_ee.ela_530539.txt forte_delfi_ee.ela_222312.txt
,argumentatiivsus,1,2,,,,,,,,,reisiajakiri_gomaailm_ee.ela_530539.txt
www_le_ee.ela_240831.txt,abstraktsus,,,,,,,,,,,
,infotihedus,2,2,3,2,2,2,3,,,,www_bsd_ee.ela_638246.txt arvamus_postimees_ee.ela_5946.txt
,aja olulisus,3,3,3,3,3,3,2,2,2,3,www_bsd_ee.ela_638246.txt arvamus_postimees_ee.ela_5946.txt
,afektiivsus,2,,,,,,,,,,arvamus_postimees_ee.ela_5946.txt
,formaalsus,1,1,2,3,2,2,2,2,1,,valitsus_ee.ela_480708.txt arvamus_postimees_ee.ela_5946.txt
,interaktiivsus,1,1,,,,,,,,,valitsus_ee.ela_480708.txt arvamus_postimees_ee.ela_5946.txt
,instrueerivus,2,,,,,,,,,,www_bsd_ee.ela_638246.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,2,1,,,,,,,,,www_tootukassa_ee.ela_395777.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,2,2,,,,,,,valitsus_ee.ela_480708.txt
,argumentatiivsus,1,2,1,,,,,,,,valitsus_ee.ela_480708.txt www_tootukassa_ee.ela_395777.txt
valitsus_ee.ela_480708.txt,abstraktsus,3,2,1,1,2,1,1,3,,,www_kasutatudraamat_ee.ela_68759.txt www_dragon_ee.ela_303548.txt
,infotihedus,2,1,2,2,,,,,,,www_kasutatudraamat_ee.ela_68759.txt www_dragon_ee.ela_303548.txt
,aja olulisus,1,2,,,,,,,,,www_dragon_ee.ela_303548.txt
,afektiivsus,3,2,3,1,2,3,1,3,,,www_le_ee.ela_240831.txt www_dragon_ee.ela_303548.txt
,formaalsus,1,1,1,2,,,,,,,www_dragon_ee.ela_303548.txt
,interaktiivsus,3,2,,,,,,,,,www_le_ee.ela_240831.txt www_dragon_ee.ela_303548.txt
,instrueerivus,1,1,1,2,2,,,,,,www_kasutatudraamat_ee.ela_68759.txt www_med24_ee.ela_557549.txt
,keerukus,2,1,,,,,,,,,www_kasutatudraamat_ee.ela_68759.txt
,subjektiivsus,2,3,2,2,3,2,2,2,,,www_kasutatudraamat_ee.ela_68759.txt www_med24_ee.ela_557549.txt
,spontaansus,1,1,,,,,,,,,www_le_ee.ela_240831.txt
,impersonaalsus,1,1,2,,,,,,,,www_med24_ee.ela_557549.txt
,argumentatiivsus,2,2,1,3,2,,,,,,www_le_ee.ela_240831.txt www_med24_ee.ela_557549.txt
www_dragon_ee.ela_303548.txt,abstraktsus,3,2,2,2,,,,,,,valitsus_ee.ela_480708.txt arvamus_postimees_ee.ela_5946.txt
,infotihedus,1,2,2,2,,,,,,,valitsus_ee.ela_480708.txt arvamus_postimees_ee.ela_5946.txt
,aja olulisus,2,3,,,,,,,,,valitsus_ee.ela_480708.txt arvamus_postimees_ee.ela_5946.txt
,afektiivsus,2,2,3,2,2,3,2,,,,valitsus_ee.ela_480708.txt www_admiralmarkets_ee.ela_456804.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,3,3,3,3,3,1,3,3,,valitsus_ee.ela_480708.txt www_admiralmarkets_ee.ela_456804.txt
,instrueerivus,1,1,1,2,,,,,,,rahvahaal_delfi_ee.ela_258274.txt arvamus_postimees_ee.ela_5946.txt
,keerukus,3,2,2,2,2,1,,,,,rahvahaal_delfi_ee.ela_258274.txt arvamus_postimees_ee.ela_5946.txt
,subjektiivsus,3,3,3,3,3,3,2,3,,,rahvahaal_delfi_ee.ela_258274.txt arvamus_postimees_ee.ela_5946.txt
,spontaansus,3,3,3,3,2,3,3,3,3,3,rahvahaal_delfi_ee.ela_258274.txt www_admiralmarkets_ee.ela_456804.txt
,impersonaalsus,,,,,,,,,,,
,argumentatiivsus,1,1,2,2,,,,,,,rahvahaal_delfi_ee.ela_258274.txt www_admiralmarkets_ee.ela_456804.txt
www_tuuleenergia_ee.ela_40373.txt,abstraktsus,1,1,2,2,,,,,,,www_auto24_ee.ela_469677.txt www_epl_ee.ela_685672.txt
,infotihedus,2,2,2,1,2,1,,,,,www_auto24_ee.ela_469677.txt www_epl_ee.ela_685672.txt
,aja olulisus,1,,,,,,,,,,www_auto24_ee.ela_469677.txt
,afektiivsus,1,2,1,3,,,,,,,herba_folklore_ee.ela_93408.txt
,formaalsus,1,2,,,,,,,,,www_epl_ee.ela_685672.txt
,interaktiivsus,1,2,,,,,,,,,herba_folklore_ee.ela_93408.txt
,instrueerivus,1,2,1,2,2,3,2,,,,www_lapsemure_ee.ela_140896.txt www_auto24_ee.ela_469677.txt
,keerukus,1,2,1,1,,,,,,,www_lapsemure_ee.ela_140896.txt www_auto24_ee.ela_469677.txt
,subjektiivsus,3,3,,,,,,,,,www_lapsemure_ee.ela_140896.txt
,spontaansus,1,1,,,,,,,,,herba_folklore_ee.ela_93408.txt
,impersonaalsus,1,3,3,,,,,,,,www_lapsemure_ee.ela_140896.txt
,argumentatiivsus,2,3,2,2,2,3,2,2,2,3,www_lapsemure_ee.ela_140896.txt herba_folklore_ee.ela_93408.txt
www_epl_ee.ela_685672.txt,abstraktsus,1,1,1,2,2,2,2,,,,unitedkiters_ee.ela_78733.txt www_tuuleenergia_ee.ela_40373.txt
,infotihedus,2,2,2,2,3,2,,,,,unitedkiters_ee.ela_78733.txt www_tuuleenergia_ee.ela_40373.txt
,aja olulisus,3,2,2,,,,,,,,unitedkiters_ee.ela_78733.txt www_tuuleenergia_ee.ela_40373.txt
,afektiivsus,2,2,1,3,3,2,2,3,3,3,www_horsemarket_ee.ela_436247.txt www_tuuleenergia_ee.ela_40373.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,1,2,3,2,2,2,,,,,www_horsemarket_ee.ela_436247.txt www_tuuleenergia_ee.ela_40373.txt
,instrueerivus,1,1,2,2,2,2,,,,,www_unesco_ee.ela_630384.txt unitedkiters_ee.ela_78733.txt
,keerukus,1,2,2,1,,,,,,,www_unesco_ee.ela_630384.txt unitedkiters_ee.ela_78733.txt
,subjektiivsus,3,3,2,3,3,3,3,3,2,,www_unesco_ee.ela_630384.txt unitedkiters_ee.ela_78733.txt
,spontaansus,2,2,2,1,2,2,1,2,2,2,www_unesco_ee.ela_630384.txt www_horsemarket_ee.ela_436247.txt
,impersonaalsus,2,2,1,,,,,,,,www_horsemarket_ee.ela_436247.txt
,argumentatiivsus,2,1,2,2,3,3,3,2,3,,www_unesco_ee.ela_630384.txt www_horsemarket_ee.ela_436247.txt
rahvahaal_delfi_ee.ela_135048.txt,abstraktsus,1,1,2,1,,,,,,,www_mulje_ee.ela_177932.txt www_epl_ee.ela_495381.txt
,infotihedus,2,,,,,,,,,,www_mulje_ee.ela_177932.txt
,aja olulisus,2,,,,,,,,,,www_mulje_ee.ela_177932.txt
,afektiivsus,2,3,2,3,2,3,2,3,2,3,kalah_zzz_ee.ela_52237.txt www_epl_ee.ela_495381.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,3,3,3,1,3,3,3,3,3,kalah_zzz_ee.ela_52237.txt www_epl_ee.ela_495381.txt
,instrueerivus,2,3,2,2,3,2,,,,,www_mulje_ee.ela_177932.txt www_xn--eestimngula-q8a_ee.ela_40079.txt
,keerukus,1,2,,,,,,,,,www_xn--eestimngula-q8a_ee.ela_40079.txt
,subjektiivsus,3,3,2,2,2,2,2,3,,,www_mulje_ee.ela_177932.txt www_xn--eestimngula-q8a_ee.ela_40079.txt
,spontaansus,3,3,3,3,3,3,3,3,3,3,kalah_zzz_ee.ela_52237.txt www_xn--eestimngula-q8a_ee.ela_40079.txt
,impersonaalsus,,,,,,,,,,,
,argumentatiivsus,3,1,2,1,2,,,,,,www_xn--eestimngula-q8a_ee.ela_40079.txt
www_epl_ee.ela_495381.txt,abstraktsus,2,,,,,,,,,,www_epl_ee.ela_679018.txt
,infotihedus,3,2,3,2,2,2,3,1,3,3,rahvahaal_delfi_ee.ela_135048.txt www_epl_ee.ela_679018.txt
,aja olulisus,2,2,3,1,2,1,2,2,2,,rahvahaal_delfi_ee.ela_135048.txt www_epl_ee.ela_679018.txt
,afektiivsus,,,,,,,,,,,
,formaalsus,1,2,2,1,2,1,,,,,rahvahaal_delfi_ee.ela_135048.txt rahvahaal_delfi_ee.ela_388979.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,2,3,,,,,,,,,www_admiralmarkets_ee.ela_333517.txt www_epl_ee.ela_679018.txt
,keerukus,3,2,2,2,,,,,,,www_admiralmarkets_ee.ela_333517.txt
,subjektiivsus,1,1,1,1,1,1,,,,,www_admiralmarkets_ee.ela_333517.txt www_epl_ee.ela_679018.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,1,3,3,2,3,,,,,,rahvahaal_delfi_ee.ela_388979.txt
,argumentatiivsus,2,3,2,1,3,1,3,,,,www_admiralmarkets_ee.ela_333517.txt rahvahaal_delfi_ee.ela_388979.txt
www_maaleht_ee.ela_246360.txt,abstraktsus,2,1,,,,,,,,,www_autoleht_ee.ela_469280.txt uuseesti_ee.ela_112397.txt
,infotihedus,,,,,,,,,,,
,aja olulisus,2,2,2,2,2,2,1,2,,,www_autoleht_ee.ela_469280.txt uuseesti_ee.ela_112397.txt
,afektiivsus,1,1,2,2,1,,,,,,www_autoleht_ee.ela_469280.txt
,formaalsus,1,2,2,2,1,1,,,,,www_autoleht_ee.ela_469280.txt reisiajakiri_gomaailm_ee.ela_530539.txt
,interaktiivsus,1,1,2,1,1,,,,,,www_autoleht_ee.ela_469280.txt reisiajakiri_gomaailm_ee.ela_530539.txt
,instrueerivus,1,2,,,,,,,,,www_3dnews_ee.ela_435253.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,1,2,1,,,,,,,,www_3dnews_ee.ela_435253.txt uuseesti_ee.ela_112397.txt
,spontaansus,1,,,,,,,,,,www_3dnews_ee.ela_435253.txt
,impersonaalsus,1,2,,,,,,,,,reisiajakiri_gomaailm_ee.ela_530539.txt
,argumentatiivsus,1,1,2,1,1,1,,,,,www_3dnews_ee.ela_435253.txt reisiajakiri_gomaailm_ee.ela_530539.txt
www_autoleht_ee.ela_469280.txt,abstraktsus,1,2,,,,,,,,,www_syndikaat_ee.ela_469373.txt
,infotihedus,3,2,3,2,3,2,3,3,3,3,www_syndikaat_ee.ela_469373.txt www_maaleht_ee.ela_246360.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,1,,,,,,,,,,www_nami-nami_ee.ela_173054.txt
,formaalsus,1,2,2,1,,,,,,,www_nami-nami_ee.ela_173054.txt www_maaleht_ee.ela_246360.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,1,,,,,,,,,,www_syndikaat_ee.ela_469373.txt
,keerukus,1,2,1,2,2,2,1,2,1,,www_syndikaat_ee.ela_469373.txt www_director_ee.ela_529643.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,1,1,,,,,,,,,www_nami-nami_ee.ela_173054.txt
,impersonaalsus,3,2,3,2,3,3,3,2,3,,www_nami-nami_ee.ela_173054.txt www_director_ee.ela_529643.txt
,argumentatiivsus,2,,,,,,,,,,www_nami-nami_ee.ela_173054.txt
toompark_pri_ee.ela_458650.txt,abstraktsus,2,3,2,2,2,1,,,,,www_reklaamitrikk_ee.ela_315713.txt reisiajakiri_gomaailm_ee.ela_530539.txt
,infotihedus,1,,,,,,,,,,www_reklaamitrikk_ee.ela_315713.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,3,3,3,3,1,2,2,2,3,,www_kohus_ee.ela_34731.txt www_reklaamitrikk_ee.ela_315713.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,3,2,,,,,,,,,www_kohus_ee.ela_34731.txt www_reklaamitrikk_ee.ela_315713.txt
,instrueerivus,1,1,1,1,3,3,,,,,eok_ee.ela_435890.txt reisiajakiri_gomaailm_ee.ela_530539.txt
,keerukus,1,1,1,,,,,,,,eok_ee.ela_435890.txt reisiajakiri_gomaailm_ee.ela_530539.txt
,subjektiivsus,3,3,3,3,3,3,3,2,3,3,eok_ee.ela_435890.txt reisiajakiri_gomaailm_ee.ela_530539.txt
,spontaansus,3,2,2,1,3,0,0,2,1,1,www_kohus_ee.ela_34731.txt eok_ee.ela_435890.txt
,impersonaalsus,2,,,,,,,,,,www_kohus_ee.ela_34731.txt
,argumentatiivsus,2,2,1,1,1,1,,,,,www_kohus_ee.ela_34731.txt eok_ee.ela_435890.txt
www_reklaamitrikk_ee.ela_315713.txt,abstraktsus,3,1,1,,,,,,,,www_post_ee.ela_149870.txt toompark_pri_ee.ela_458650.txt
,infotihedus,3,1,3,2,2,2,,,,,www_post_ee.ela_149870.txt toompark_pri_ee.ela_458650.txt
,aja olulisus,3,2,2,2,1,3,,,,,www_post_ee.ela_149870.txt toompark_pri_ee.ela_458650.txt
,afektiivsus,3,,,,,,,,,,toompark_pri_ee.ela_458650.txt
,formaalsus,1,,,,,,,,,,toompark_pri_ee.ela_458650.txt
,interaktiivsus,1,,,,,,,,,,toompark_pri_ee.ela_458650.txt
,instrueerivus,,,,,,,,,,,
,keerukus,2,1,1,,,,,,,,www_post_ee.ela_149870.txt
,subjektiivsus,3,3,3,2,3,2,3,2,2,,www_post_ee.ela_149870.txt valitsus_ee.ela_604239.txt
,spontaansus,2,1,1,1,2,,,,,,www_seduction_ee.ela_642092.txt valitsus_ee.ela_604239.txt
,impersonaalsus,3,2,1,,,,,,,,www_seduction_ee.ela_642092.txt
,argumentatiivsus,2,1,2,3,2,3,,,,,www_seduction_ee.ela_642092.txt valitsus_ee.ela_604239.txt
www_med24_ee.ela_557549.txt,abstraktsus,3,3,3,2,3,2,2,2,3,3,www_ilm_err_ee.ela_196894.txt www_tooelu_ee.ela_624263.txt
,infotihedus,3,2,,,,,,,,,www_ilm_err_ee.ela_196894.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,2,3,2,3,3,3,2,2,3,2,uudised_err_ee.ela_541051.txt www_tooelu_ee.ela_624263.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,1,3,2,1,3,1,2,,,,uudised_err_ee.ela_541051.txt www_tooelu_ee.ela_624263.txt
,instrueerivus,,,,,,,,,,,
,keerukus,1,1,2,1,2,,,,,,www_ilm_err_ee.ela_196894.txt valitsus_ee.ela_480708.txt
,subjektiivsus,3,2,3,2,1,2,2,,,,www_ilm_err_ee.ela_196894.txt valitsus_ee.ela_480708.txt
,spontaansus,1,3,1,1,2,1,2,1,,,uudised_err_ee.ela_541051.txt valitsus_ee.ela_480708.txt
,impersonaalsus,,,,,,,,,,,
,argumentatiivsus,1,3,1,,,,,,,,uudised_err_ee.ela_541051.txt valitsus_ee.ela_480708.txt
www_tooelu_ee.ela_624263.txt,abstraktsus,1,,,,,,,,,,www_easl_ee.ela_201171.txt
,infotihedus,2,2,3,2,1,3,,,,,www_easl_ee.ela_201171.txt www_med24_ee.ela_557549.txt
,aja olulisus,2,2,,,,,,,,,www_easl_ee.ela_201171.txt
,afektiivsus,,,,,,,,,,,
,formaalsus,1,2,2,2,1,2,,,,,reform_ee.ela_24983.txt www_med24_ee.ela_557549.txt
,interaktiivsus,,,,,,,,,,,
,instrueerivus,2,1,3,2,2,3,2,2,2,,www_linnateater_ee.ela_612249.txt www_easl_ee.ela_201171.txt
,keerukus,1,,,,,,,,,,www_easl_ee.ela_201171.txt
,subjektiivsus,1,,,,,,,,,,www_easl_ee.ela_201171.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,2,3,3,3,3,3,,,reform_ee.ela_24983.txt www_linnateater_ee.ela_612249.txt
,argumentatiivsus,2,2,2,3,3,,,,,,reform_ee.ela_24983.txt www_linnateater_ee.ela_612249.txt
untitled.txt,abstraktsus,2,2,2,1,3,1,3,1,,,www_tallegg_ee.ela_33687.txt www_snap_ee.ela_623342.txt
,infotihedus,1,,,,,,,,,,www_tallegg_ee.ela_33687.txt
,aja olulisus,2,1,1,2,2,,,,,,www_tallegg_ee.ela_33687.txt www_snap_ee.ela_623342.txt
,afektiivsus,1,2,2,3,2,1,1,1,2,1,www_3dnews_ee.ela_435253.txt www_snap_ee.ela_623342.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,1,,,,,,,,,www_3dnews_ee.ela_435253.txt www_snap_ee.ela_623342.txt
,instrueerivus,2,1,2,,,,,,,,www_tallegg_ee.ela_33687.txt mesindus_ee.ela_210638.txt
,keerukus,1,1,,,,,,,,,www_tallegg_ee.ela_33687.txt mesindus_ee.ela_210638.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,1,1,,,,,,,,,www_3dnews_ee.ela_435253.txt
,impersonaalsus,1,1,1,2,,,,,,,mesindus_ee.ela_210638.txt
,argumentatiivsus,2,,,,,,,,,,www_3dnews_ee.ela_435253.txt
www_snap_ee.ela_623342.txt,abstraktsus,2,2,,,,,,,,,www_riigikogu_ee.ela_224866.txt
,infotihedus,3,3,3,2,3,2,3,1,2,3,www_riigikogu_ee.ela_224866.txt untitled.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,2,1,,,,,,,,,www_ajakiri_ut_ee.ela_429007.txt
,formaalsus,2,2,1,1,,,,,,,untitled.txt
,interaktiivsus,1,,,,,,,,,,untitled.txt
,instrueerivus,2,1,,,,,,,,,et_wikipedia_org.ela_467359.txt
,keerukus,3,2,1,3,2,2,1,,,,www_riigikogu_ee.ela_224866.txt et_wikipedia_org.ela_467359.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,1,,,,,,,,,,www_ajakiri_ut_ee.ela_429007.txt
,impersonaalsus,3,3,3,2,3,2,2,,,,www_ajakiri_ut_ee.ela_429007.txt et_wikipedia_org.ela_467359.txt
,argumentatiivsus,2,2,2,1,,,,,,,www_ajakiri_ut_ee.ela_429007.txt et_wikipedia_org.ela_467359.txt
www_tallegg_ee.ela_33687.txt,abstraktsus,1,2,2,,,,,,,,untitled.txt www_tarbijakaitse_ee.ela_199918.txt
,infotihedus,3,2,2,3,,,,,,,untitled.txt www_tarbijakaitse_ee.ela_199918.txt
,aja olulisus,1,1,,,,,,,,,untitled.txt
,afektiivsus,2,1,1,3,3,1,2,,,,www_tarbijakaitse_ee.ela_199918.txt rahvahaal_delfi_ee.ela_499379.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,2,,,,,,,,,,www_tarbijakaitse_ee.ela_199918.txt
,instrueerivus,3,2,3,2,2,2,,,,,www_riigikogu_ee.ela_224866.txt untitled.txt
,keerukus,1,2,2,1,,,,,,,www_riigikogu_ee.ela_224866.txt untitled.txt
,subjektiivsus,1,2,1,1,1,3,,,,,www_riigikogu_ee.ela_224866.txt untitled.txt
,spontaansus,2,3,2,2,,,,,,,www_riigikogu_ee.ela_224866.txt rahvahaal_delfi_ee.ela_499379.txt
,impersonaalsus,2,2,1,,,,,,,,www_riigikogu_ee.ela_224866.txt rahvahaal_delfi_ee.ela_499379.txt
,argumentatiivsus,1,1,2,,,,,,,,www_riigikogu_ee.ela_224866.txt rahvahaal_delfi_ee.ela_499379.txt
www_xn--eestimngula-q8a_ee.ela_40079.txt,abstraktsus,2,1,,,,,,,,,www_vorumaateataja_ee.ela_241120.txt
,infotihedus,3,3,2,3,2,2,2,,,,www_vorumaateataja_ee.ela_241120.txt www_bioneer_ee.ela_243230.txt
,aja olulisus,,,,,,,,,,,
,afektiivsus,1,,,,,,,,,,www_bioneer_ee.ela_243230.txt
,formaalsus,1,,,,,,,,,,www_mulje_ee.ela_177932.txt
,interaktiivsus,1,1,,,,,,,,,www_bioneer_ee.ela_243230.txt
,instrueerivus,3,3,3,3,3,2,3,3,3,,rahvahaal_delfi_ee.ela_135048.txt www_vorumaateataja_ee.ela_241120.txt
,keerukus,1,1,,,,,,,,,www_vorumaateataja_ee.ela_241120.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,3,1,3,3,1,1,2,,,rahvahaal_delfi_ee.ela_135048.txt www_mulje_ee.ela_177932.txt
,argumentatiivsus,2,,,,,,,,,,www_mulje_ee.ela_177932.txt
mesindus_ee.ela_210638.txt,abstraktsus,2,,,,,,,,,,www_emta_ee.ela_522725.txt
,infotihedus,2,,,,,,,,,,www_porterracing_ee.ela_609577.txt
,aja olulisus,2,2,2,,,,,,,,www_porterracing_ee.ela_609577.txt www_emta_ee.ela_522725.txt
,afektiivsus,2,2,2,1,2,2,2,,,,www_porterracing_ee.ela_609577.txt www_post_ee.ela_149870.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,1,2,2,1,1,1,,,,,www_porterracing_ee.ela_609577.txt www_post_ee.ela_149870.txt
,instrueerivus,1,,,,,,,,,,untitled.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,2,2,3,2,2,1,1,2,2,2,untitled.txt www_emta_ee.ela_522725.txt
,spontaansus,2,2,2,2,2,1,1,3,2,2,untitled.txt www_post_ee.ela_149870.txt
,impersonaalsus,,,,,,,,,,,
,argumentatiivsus,1,2,1,1,,,,,,,untitled.txt www_post_ee.ela_149870.txt
www_nami-nami_ee.ela_456341.txt,abstraktsus,,,,,,,,,,,
,infotihedus,2,2,2,,,,,,,,www_3dnews_ee.ela_435253.txt www_vnl_ee.ela_670256.txt
,aja olulisus,1,3,3,3,2,3,,,,,www_3dnews_ee.ela_435253.txt www_vnl_ee.ela_670256.txt
,afektiivsus,1,1,1,1,1,1,1,1,,,www_3dnews_ee.ela_435253.txt www_vnl_ee.ela_670256.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,1,,,,,,,,,,www_3dnews_ee.ela_435253.txt
,instrueerivus,2,3,3,3,2,3,3,1,3,3,www_vnl_ee.ela_670256.txt www_vorumaateataja_ee.ela_494965.txt
,keerukus,1,,,,,,,,,,www_vnl_ee.ela_670256.txt
,subjektiivsus,2,1,1,1,1,3,2,,,,www_vnl_ee.ela_670256.txt www_vorumaateataja_ee.ela_494965.txt
,spontaansus,1,2,1,1,2,1,1,1,,,www_vnl_ee.ela_670256.txt www_vorumaateataja_ee.ela_494965.txt
,impersonaalsus,2,1,,,,,,,,,www_vnl_ee.ela_670256.txt www_vorumaateataja_ee.ela_494965.txt
,argumentatiivsus,,,,,,,,,,,
www_post_ee.ela_149870.txt,abstraktsus,1,2,,,,,,,,,www_reklaamitrikk_ee.ela_315713.txt
,infotihedus,1,3,3,3,,,,,,,www_kohus_ee.ela_34731.txt www_reklaamitrikk_ee.ela_315713.txt
,aja olulisus,2,3,3,,,,,,,,www_reklaamitrikk_ee.ela_315713.txt
,afektiivsus,,,,,,,,,,,
,formaalsus,2,3,2,3,3,3,2,2,,,www_kohus_ee.ela_34731.txt mesindus_ee.ela_210638.txt
,interaktiivsus,2,,,,,,,,,,www_kohus_ee.ela_34731.txt
,instrueerivus,2,2,2,2,1,2,2,1,,,www_reklaamitrikk_ee.ela_315713.txt www_advent_ee.ela_658698.txt
,keerukus,1,1,,,,,,,,,www_reklaamitrikk_ee.ela_315713.txt www_advent_ee.ela_658698.txt
,subjektiivsus,,,,,,,,,,,
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,2,3,3,3,3,1,2,,,mesindus_ee.ela_210638.txt www_advent_ee.ela_658698.txt
,argumentatiivsus,1,,,,,,,,,,mesindus_ee.ela_210638.txt
www_delfi_ee.ela_361703.txt,abstraktsus,1,1,,,,,,,,,www_3dnews_ee.ela_435253.txt
,infotihedus,1,,,,,,,,,,www_linnateater_ee.ela_612249.txt
,aja olulisus,1,2,2,2,2,3,,,,,www_3dnews_ee.ela_435253.txt www_linnateater_ee.ela_612249.txt
,afektiivsus,3,3,3,3,3,3,3,3,,,www_helen_ee.ela_520035.txt www_linnateater_ee.ela_612249.txt
,formaalsus,,,,,,,,,,,
,interaktiivsus,3,2,3,3,3,3,3,,,,www_helen_ee.ela_520035.txt www_linnateater_ee.ela_612249.txt
,instrueerivus,2,1,,,,,,,,,www_naisteleht_ee.ela_355886.txt
,keerukus,,,,,,,,,,,
,subjektiivsus,3,3,3,3,3,3,3,3,3,3,www_3dnews_ee.ela_435253.txt www_naisteleht_ee.ela_355886.txt
,spontaansus,3,2,3,3,3,3,3,3,3,3,www_naisteleht_ee.ela_355886.txt www_helen_ee.ela_520035.txt
,impersonaalsus,3,3,2,,,,,,,,www_naisteleht_ee.ela_355886.txt www_helen_ee.ela_520035.txt
,argumentatiivsus,3,2,3,3,2,3,2,2,,,www_naisteleht_ee.ela_355886.txt www_helen_ee.ela_520035.txt
www_ajakiri_ut_ee.ela_429007.txt,abstraktsus,2,1,,,,,,,,,no_spam_ee.ela_2227.txt ekspress_online_2020.txt
,infotihedus,1,2,2,1,,,,,,,ekspress_online_2020.txt
,aja olulisus,1,1,1,,,,,,,,no_spam_ee.ela_2227.txt
,afektiivsus,1,,,,,,,,,,no_spam_ee.ela_2227.txt
,formaalsus,2,1,2,2,2,,,,,,www_snap_ee.ela_623342.txt
,interaktiivsus,3,3,1,,,,,,,,www_snap_ee.ela_623342.txt
,instrueerivus,2,2,2,,,,,,,,ekspress_online_2020.txt www_puuinfo_ee.ela_279876.txt
,keerukus,1,1,1,1,1,,,,,,ekspress_online_2020.txt
,subjektiivsus,1,,,,,,,,,,www_puuinfo_ee.ela_279876.txt
,spontaansus,,,,,,,,,,,
,impersonaalsus,2,2,2,,,,,,,,www_snap_ee.ela_623342.txt www_puuinfo_ee.ela_279876.txt
